dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1722747600,1,191.93,3.91,11.31,2.48,6.38,2.73,4.13,0.28
1722751200,1,208.62,8.05,10.88,3.76,7.33,3.08,4.98,0.38
1722754800,1,226.97,4.53,15.77,10.73,12.16,2.91,5.45,0.67
1722758400,1,236.99,4.69,17.99,10.55,14.19,2.85,5.54,0.85
1722762000,1,247.0,5.87,20.73,8.67,17.17,3.01,5.87,1.14
1722765600,1,236.99,2.43,20.22,15.02,14.19,2.47,4.46,1.04
1722769200,1,230.31,1.19,17.48,20.38,12.16,2.14,3.69,0.85
1722772800,1,226.97,0.98,15.42,22.71,11.09,2.06,3.49,0.71
1722776400,1,223.64,0.69,14.05,24.68,10.13,2.06,3.32,0.64
1722780000,1,220.3,0.47,13.19,27.18,9.78,2.15,3.33,0.63
1722783600,1,220.3,0.45,12.34,30.4,9.18,2.32,3.43,0.63
1722787200,1,233.65,1.58,15.59,24.68,9.66,2.85,4.11,0.7
1722790800,1,260.35,3.24,19.19,15.56,9.66,3.62,5.18,0.63
1722794400,1,280.38,3.38,21.25,9.83,9.06,4.29,6.13,0.53
1722798000,1,283.72,1.47,21.59,5.9,7.63,4.48,6.56,0.49
1722801600,1,273.7,1.02,18.68,5.1,6.56,4.36,6.65,0.5
1722805200,1,260.35,1.23,16.79,4.25,6.26,4.18,6.53,0.55
1722808800,1,240.33,1.06,15.42,4.38,5.72,3.91,5.94,0.46
1722812400,1,226.97,0.71,14.39,5.72,5.84,3.73,5.53,0.29
1722816000,1,216.96,0.35,14.91,8.58,7.27,3.88,5.69,0.23
1722819600,1,216.96,0.27,16.45,9.21,8.82,4.25,6.28,0.27
1722823200,1,211.95,0.52,16.11,5.72,7.45,4.29,6.08,0.26
1722826800,1,206.95,0.66,-9999.0,5.19,6.26,3.96,5.66,0.29
1722830400,1,201.94,0.55,12.68,7.24,5.3,3.28,4.57,0.37
1722834000,1,208.62,1.15,11.48,7.78,5.25,2.79,3.85,0.52
1722837600,1,220.3,3.49,10.97,6.53,5.72,2.71,3.81,0.65
1722841200,1,223.64,4.92,10.37,14.31,8.82,3.01,4.54,0.71
1722844800,1,220.3,6.09,9.0,18.42,10.25,3.18,4.81,0.87
1722848400,1,216.96,6.15,8.48,24.32,11.68,3.31,4.92,1.11
1722852000,1,203.61,2.93,6.68,41.84,8.7,2.29,3.26,0.84
1722855600,1,198.6,1.96,5.91,46.49,7.39,1.7,2.44,0.76
1722859200,1,196.93,1.63,6.17,47.21,7.21,1.4,2.11,0.8
1722862800,1,195.26,1.63,6.6,46.49,7.63,1.24,1.97,0.86
1722866400,1,196.93,1.93,7.2,47.92,8.11,1.31,2.19,0.9
1722870000,1,198.6,2.12,8.23,50.07,8.46,1.62,2.81,0.89
1722873600,1,208.62,2.37,11.31,50.07,10.61,2.4,4.09,0.99
1722877200,1,223.64,2.18,15.94,45.78,13.35,3.52,5.82,1.12
1722880800,1,230.31,1.01,17.82,40.41,13.71,4.21,6.96,1.06
1722884400,1,240.33,0.1,17.82,32.19,10.61,4.32,7.22,0.69
1722888000,1,257.02,0.07,19.54,22.17,8.94,4.48,7.53,0.5
1722891600,1,273.7,0.26,21.59,13.41,8.94,4.83,8.04,0.47
1722895200,1,277.04,0.7,22.28,6.97,8.7,5.15,8.39,0.46
1722898800,1,273.7,1.2,20.39,3.62,8.34,5.34,8.47,0.46
1722902400,1,263.69,1.7,18.16,2.15,8.58,5.56,8.6,0.52
1722906000,1,263.69,2.4,16.45,1.25,9.06,5.97,8.98,0.55
1722909600,1,263.69,3.44,15.94,0.49,9.18,6.67,9.29,0.44
1722913200,1,263.69,4.97,16.79,0.09,9.18,7.76,9.71,0.33
1722916800,1,253.68,5.76,17.14,0.23,8.11,8.48,10.08,0.27
1722920400,1,260.35,8.94,14.91,1.3,8.34,9.31,11.39,0.31
1722924000,2,280.38,15.42,13.71,2.73,10.25,10.68,13.65,0.44
1722927600,2,303.75,18.78,20.56,8.05,20.5,14.74,19.25,0.54
1722931200,2,313.76,21.68,20.91,12.16,24.32,15.37,20.52,0.92
1722934800,2,310.42,20.12,22.28,18.95,25.75,14.44,19.7,1.41
1722938400,2,303.75,13.97,25.02,29.68,23.6,13.12,17.92,1.58
1722942000,2,303.75,11.4,23.99,35.41,18.84,10.93,14.98,1.61
1722945600,1,300.41,9.95,23.31,40.41,16.45,8.72,12.07,1.77
1722949200,1,297.07,8.94,23.65,42.92,15.5,7.09,9.85,1.92
1722952800,1,300.41,8.16,24.68,43.27,15.26,6.61,9.16,1.76
1722956400,1,277.04,5.48,23.31,50.78,15.02,5.94,8.2,1.47
1722960000,2,236.99,2.26,18.51,65.8,16.45,5.29,7.46,1.23
1722963600,1,243.66,1.56,20.39,57.22,16.93,6.32,9.19,1.25
1722967200,1,253.68,0.68,23.31,47.92,17.4,7.79,11.42,1.17
1722970800,1,257.02,0.05,22.96,42.2,14.78,8.84,12.66,0.82
1722974400,1,267.03,0.01,22.96,34.33,12.52,9.4,13.07,0.57
1722978000,2,277.04,0.02,23.65,26.82,11.56,10.0,13.56,0.44
1722981600,2,277.04,0.07,22.96,19.85,10.13,10.52,13.84,0.34
1722985200,2,267.03,0.13,20.56,14.66,8.7,10.69,13.66,0.3
1722988800,2,257.02,0.2,18.34,11.62,8.34,10.89,13.3,0.3
1722992400,2,253.68,0.27,17.31,9.75,8.58,11.13,13.19,0.32
1722996000,2,247.0,0.25,17.31,10.19,9.06,11.33,13.1,0.28
1722999600,2,243.66,0.19,17.99,12.52,10.13,11.26,12.87,0.28
1723003200,2,243.66,0.17,19.88,15.74,11.92,10.91,12.71,0.32
1723006800,2,253.68,0.75,22.28,16.27,13.71,10.52,12.93,0.44
1723010400,2,273.7,2.51,26.39,18.06,17.64,10.66,14.1,0.66
1723014000,2,277.04,2.12,30.16,27.18,22.65,10.78,14.89,0.92
1723017600,2,277.04,1.38,30.85,29.68,23.84,10.57,15.14,1.14
1723021200,2,273.7,1.27,30.5,29.68,25.51,10.08,15.24,1.38
1723024800,1,233.65,0.41,16.79,52.93,13.95,7.03,9.82,0.71
1723028400,1,223.64,0.32,12.85,58.65,10.85,5.05,6.8,0.56
1723032000,1,220.3,0.39,12.51,58.65,10.61,4.32,5.81,0.6
1723035600,1,223.64,0.47,13.02,59.37,11.56,4.47,6.07,0.7
1723039200,1,220.3,0.47,13.19,58.65,11.8,5.01,6.8,0.76
1723042800,1,216.96,0.45,12.17,59.37,10.37,5.36,7.14,0.7
1723046400,1,220.3,0.96,13.88,55.79,11.68,5.58,7.52,0.86
1723050000,1,226.97,1.33,16.11,50.07,13.47,6.09,8.39,1.0
1723053600,1,223.64,0.66,15.59,50.07,12.16,6.38,8.72,0.85
1723057200,1,216.96,0.05,13.54,49.35,10.25,6.1,8.24,0.65
1723060800,1,216.96,0.0,12.17,47.21,9.54,5.95,7.94,0.51
1723064400,1,213.62,0.0,11.82,44.35,9.06,6.07,7.96,0.41
1723068000,1,210.29,0.0,11.14,43.99,8.58,6.2,7.9,0.36
1723071600,1,205.28,0.0,10.2,46.49,8.34,6.32,7.75,0.33
1723075200,1,205.28,0.0,9.94,48.64,8.46,6.68,8.08,0.32
1723078800,1,208.62,0.0,10.45,50.78,9.06,7.07,8.47,0.36
1723082400,1,213.62,0.0,11.48,50.78,10.01,7.1,8.47,0.42
1723086000,1,220.3,0.0,12.68,51.5,10.97,6.71,8.05,0.47
1723089600,1,223.64,0.02,13.71,52.21,11.8,6.19,7.63,0.5
1723093200,1,230.31,0.18,15.77,52.93,13.23,6.2,7.95,0.6
1723096800,1,236.99,0.67,17.48,54.36,14.31,6.58,8.48,0.78
1723100400,1,230.31,0.47,16.28,57.94,12.99,6.46,8.16,0.84
1723104000,1,223.64,0.57,14.74,57.22,12.76,5.93,7.45,0.92
1723107600,1,220.3,0.74,13.19,57.22,12.28,5.5,6.85,0.89
1723111200,2,206.95,0.45,8.91,60.8,8.34,4.23,5.11,0.6
1723114800,2,201.94,0.3,7.03,62.23,6.56,3.02,3.68,0.49
1723118400,2,201.94,0.24,6.51,62.94,5.9,2.74,3.36,0.45
1723122000,2,203.61,0.26,6.25,65.8,5.72,2.61,3.22,0.45
1723125600,2,205.28,0.3,6.25,67.95,5.72,2.46,3.04,0.49
1723129200,2,205.28,0.3,6.43,69.38,5.54,2.37,2.92,0.55
1723132800,2,213.62,0.37,10.37,62.94,8.34,2.78,3.46,0.79
1723136400,1,226.97,0.27,14.22,54.36,10.49,3.57,4.43,0.88
1723140000,1,236.99,0.06,14.57,51.5,10.37,3.79,4.71,0.68
1723143600,1,240.33,0.0,14.22,52.93,10.13,4.0,5.0,0.64
1723147200,1,240.33,0.0,13.19,53.64,9.66,4.6,5.69,0.59
1723150800,1,230.31,0.0,12.0,47.92,8.23,5.16,6.36,0.52
1723154400,1,216.96,0.0,9.94,38.62,6.74,4.97,6.19,0.47
1723158000,1,205.28,0.01,8.23,31.83,6.14,4.0,5.2,0.46
1723161600,1,203.61,0.01,7.37,35.05,5.78,2.84,4.02,0.43
1723165200,1,203.61,0.0,6.85,40.77,5.42,2.17,3.44,0.4
1723168800,1,203.61,0.0,6.94,37.55,5.54,2.01,3.41,0.41
1723172400,1,203.61,0.01,7.45,32.19,5.84,1.97,3.63,0.43
1723176000,1,205.28,0.04,8.74,28.61,6.79,2.03,3.9,0.48
1723179600,1,213.62,0.37,11.14,26.46,8.34,2.16,4.36,0.62
1723183200,1,226.97,1.49,13.19,26.82,10.25,2.3,4.9,0.78
1723186800,1,230.31,2.6,13.88,30.76,12.99,2.43,5.5,1.01
1723190400,1,236.99,3.58,14.39,35.41,15.5,2.59,6.14,1.28
1723194000,1,240.33,4.14,14.91,42.2,17.64,2.72,6.75,1.55
1723197600,2,213.62,1.19,7.88,70.81,8.46,1.81,3.94,0.89
1723201200,2,206.95,0.55,5.65,80.82,6.14,1.41,2.71,0.76
1723204800,2,206.95,0.51,5.57,83.68,6.02,1.41,2.47,0.77
1723208400,2,206.95,0.34,6.17,80.82,6.2,1.52,2.54,0.84
1723212000,2,208.62,0.35,7.28,75.1,6.79,1.45,2.46,1.0
1723215600,2,211.95,0.37,8.4,72.96,7.27,1.26,2.22,1.14
1723219200,2,213.62,0.2,9.68,72.24,7.51,1.29,2.11,1.06
1723222800,2,213.62,0.08,9.42,73.67,6.97,1.65,2.35,0.74
1723226400,2,216.96,0.02,8.31,78.68,6.2,1.9,2.47,0.46
1723230000,2,220.3,0.0,7.54,80.82,5.54,1.82,2.23,0.37
1723233600,2,223.64,0.0,7.11,84.4,5.3,2.42,2.82,0.34
1723237200,2,220.3,0.0,6.43,78.68,4.53,2.5,2.9,0.29
1723240800,2,216.96,0.0,5.83,65.8,3.78,2.43,2.9,0.28
1723244400,1,211.95,0.0,4.37,53.64,2.53,2.2,2.65,0.27
1723248000,1,211.95,0.0,3.98,45.06,2.12,1.48,1.89,0.26
1723251600,1,213.62,0.0,3.34,44.7,1.89,0.96,1.57,0.23
1723255200,1,211.95,0.0,2.96,46.49,1.97,1.34,2.48,0.21
1723258800,1,216.96,0.0,2.83,44.7,2.06,1.43,2.77,0.22
1723262400,1,226.97,0.01,2.87,41.48,2.15,1.21,2.46,0.23
1723266000,1,236.99,0.15,2.74,41.13,2.09,1.03,2.2,0.27
1723269600,1,233.65,0.4,2.44,42.56,1.97,0.85,1.94,0.3
1723273200,1,226.97,0.54,2.01,44.7,1.83,0.61,1.49,0.31
1723276800,1,220.3,0.54,1.69,46.49,1.77,0.5,1.21,0.32
1723280400,1,213.62,0.51,1.48,47.21,1.7,0.5,1.04,0.3
1723284000,1,205.28,0.45,1.34,50.78,1.61,0.5,0.95,0.27
1723287600,1,198.6,0.38,1.27,56.51,1.48,0.5,0.89,0.25
1723291200,1,198.6,0.36,1.3,58.65,1.46,0.5,0.85,0.24
1723294800,1,198.6,0.33,1.35,57.94,1.43,0.5,0.8,0.23
1723298400,1,200.27,0.27,1.52,55.79,1.42,0.5,0.76,0.23
1723302000,1,200.27,0.19,1.8,54.36,1.4,0.5,0.75,0.24
1723305600,1,201.94,0.17,2.06,52.21,1.52,0.5,0.78,0.28
1723309200,1,203.61,0.17,2.25,49.35,1.73,0.5,0.85,0.33
1723312800,1,201.94,0.08,2.44,47.92,1.86,0.5,0.92,0.38
1723316400,1,200.27,0.01,2.51,45.78,1.91,0.5,1.0,0.41
1723320000,1,195.26,0.0,2.31,45.78,1.8,0.5,1.06,0.4
1723323600,1,191.93,0.0,2.16,47.21,1.67,0.5,1.12,0.39
1723327200,1,188.59,0.0,2.1,48.64,1.65,0.5,1.26,0.38
1723330800,1,188.59,0.0,2.21,49.35,1.79,0.57,1.5,0.4
1723334400,1,191.93,0.0,-9999.0,48.64,1.91,0.64,1.59,0.39
1723338000,1,191.93,0.0,2.4,47.21,2.0,0.62,1.54,0.38
1723341600,1,193.6,0.0,2.53,45.42,2.12,0.56,1.45,0.37
1723345200,1,195.26,0.0,2.78,43.27,2.29,0.5,1.38,0.38
1723348800,1,196.93,0.02,3.08,41.13,2.53,0.5,1.32,0.44
1723352400,1,198.6,0.23,3.08,39.7,2.59,0.5,1.21,0.52
1723356000,1,200.27,0.61,2.87,39.7,2.53,0.5,1.1,0.59
1723359600,1,200.27,0.87,2.55,40.77,2.53,0.5,1.03,0.61
1723363200,1,200.27,0.98,2.36,42.92,2.59,0.5,1.01,0.63
1723366800,1,198.6,0.95,2.21,46.49,2.53,0.5,0.96,0.61
1723370400,1,198.6,0.59,2.29,49.35,2.35,0.5,0.9,0.53
1723374000,1,200.27,0.43,2.01,51.5,2.06,0.5,0.83,0.43
1723377600,1,196.93,0.35,1.86,54.36,1.85,0.5,0.76,0.38
1723381200,1,190.26,0.35,1.95,55.07,1.91,0.5,0.75,0.35
1723384800,1,188.59,0.43,2.23,53.64,2.21,0.5,0.79,0.36
1723388400,1,188.59,0.51,2.66,53.64,2.44,0.5,0.82,0.4
1723392000,1,188.59,0.47,3.08,52.21,2.59,0.5,0.85,0.46
1723395600,1,190.26,0.3,3.64,50.78,2.86,0.5,0.9,0.55
1723399200,1,191.93,0.1,4.28,49.35,3.1,0.5,0.95,0.64
1723402800,1,193.6,0.01,5.01,47.21,3.52,0.5,1.03,0.72
1723406400,1,193.6,0.0,5.18,43.63,3.55,0.5,1.11,0.81
1723410000,1,190.26,0.0,5.23,40.41,3.37,0.5,1.12,0.9
1723413600,1,186.92,0.0,5.06,37.91,3.31,0.5,1.14,0.98
1723417200,1,186.92,0.01,5.83,34.33,4.35,0.5,1.17,1.25
1723420800,1,188.59,0.01,5.74,32.19,4.53,0.5,1.12,1.39
1723424400,1,190.26,0.01,5.01,35.41,4.17,0.5,0.99,1.23
1723428000,1,193.6,0.01,4.93,37.91,4.11,0.5,1.0,1.08
1723431600,1,195.26,0.01,4.88,39.7,4.17,0.5,1.05,0.92
1723435200,1,196.93,0.02,4.84,41.48,4.23,0.5,1.09,0.84
1723438800,1,201.94,0.22,4.93,43.99,4.29,0.5,1.11,0.82
1723442400,1,201.94,0.46,4.58,45.78,3.87,0.5,1.07,0.76
1723446000,1,196.93,0.61,3.34,50.07,3.04,0.5,0.95,0.56
1723449600,1,195.26,0.85,2.83,50.78,3.1,0.5,0.95,0.54
1723453200,1,195.26,0.95,2.48,52.21,3.16,0.5,0.96,0.51
1723456800,1,193.6,0.89,2.33,52.93,3.13,0.5,0.94,0.47
1723460400,1,191.93,0.71,2.23,53.64,2.77,0.5,0.88,0.42
1723464000,1,191.93,0.57,2.27,53.64,2.56,0.5,0.84,0.4
1723467600,1,190.26,0.5,2.38,52.21,2.53,0.5,0.82,0.4
1723471200,1,190.26,0.57,2.51,52.21,2.62,0.5,0.82,0.42
1723474800,1,191.93,0.68,2.74,52.21,2.68,0.5,0.81,0.45
1723478400,1,198.6,0.95,4.2,49.35,3.76,0.5,0.9,0.65
1723482000,1,203.61,0.82,5.74,45.78,4.65,0.5,1.04,0.9
1723485600,1,206.95,0.34,7.11,41.84,5.19,0.5,1.16,1.11
1723489200,1,210.29,0.02,7.88,38.62,5.54,0.5,1.25,1.3
1723492800,1,210.29,0.01,7.8,35.76,5.3,0.53,1.29,1.49
1723496400,1,208.62,0.01,7.45,33.62,4.83,0.57,1.29,1.58
1723500000,1,203.61,0.01,7.28,30.76,4.47,0.6,1.3,1.49
1723503600,1,200.27,0.02,6.94,27.54,4.23,0.65,1.36,1.28
1723507200,1,196.93,0.03,6.68,23.96,4.05,0.7,1.43,1.04
1723510800,1,193.6,0.05,6.51,20.38,4.05,0.73,1.51,0.82
1723514400,1,190.26,0.09,6.6,17.34,4.23,0.76,1.6,0.66
1723518000,1,188.59,0.16,6.94,14.31,4.59,0.8,1.72,0.57
1723521600,1,190.26,0.35,7.54,11.62,5.19,0.85,1.86,0.56
1723525200,1,200.27,2.29,7.88,10.64,6.68,0.99,2.2,0.71
1723528800,1,216.96,5.92,8.31,12.16,9.18,1.24,2.79,1.01
1723532400,1,230.31,8.05,9.17,16.99,12.76,1.48,3.36,1.31
1723536000,1,233.65,8.38,10.11,23.25,15.26,1.7,3.88,1.6
1723539600,1,233.65,7.71,11.65,32.9,18.12,2.01,4.52,1.87
1723543200,1,220.3,4.02,9.25,52.21,13.35,1.75,3.63,1.36
1723546800,2,220.3,2.79,8.31,64.37,11.92,1.82,3.5,1.17
1723550400,2,220.3,2.46,8.48,70.1,12.04,1.96,3.75,1.16
1723554000,2,216.96,2.1,8.23,67.95,11.09,1.69,3.4,1.04
1723557600,2,220.3,1.98,8.23,63.66,10.61,1.45,3.08,0.99
1723561200,2,220.3,1.98,8.83,62.23,10.61,1.38,3.0,1.03
1723564800,1,233.65,2.29,13.54,55.79,14.19,1.6,3.54,1.39
1723568400,1,253.68,1.72,20.91,45.78,18.84,2.33,5.0,1.84
1723572000,1,257.02,0.37,22.28,43.99,17.64,3.81,6.89,1.76
1723575600,1,250.34,0.0,18.85,47.92,14.9,4.6,7.45,1.49
1723579200,1,243.66,0.0,15.94,46.49,12.76,3.94,6.55,1.28
1723582800,1,236.99,0.0,14.39,42.56,10.97,3.14,5.64,1.06
1723586400,1,226.97,0.0,13.19,39.7,9.06,2.59,4.75,0.81
1723590000,1,223.64,0.0,12.68,37.19,8.58,2.34,4.16,0.69
1723593600,1,223.64,0.01,12.34,35.05,8.58,2.19,3.87,0.64
1723597200,1,220.3,0.01,12.0,33.62,8.7,2.1,3.87,0.6
1723600800,1,220.3,0.01,11.82,33.62,8.94,2.23,4.2,0.57
1723604400,1,220.3,0.01,12.17,33.62,9.3,2.49,4.77,0.57
1723608000,1,220.3,0.02,13.54,31.47,10.61,2.83,5.42,0.66
1723611600,1,233.65,0.41,16.28,26.82,12.64,3.2,6.15,0.9
1723615200,1,250.34,2.26,18.51,22.89,14.9,3.48,6.81,1.22
1723618800,1,263.69,6.87,16.28,26.82,17.64,3.52,7.15,1.6
1723622400,2,267.03,7.26,17.82,31.11,20.5,3.33,7.2,2.01
1723626000,2,263.69,6.82,19.19,39.7,24.32,3.14,7.24,2.31
1723629600,2,230.31,2.99,12.0,61.51,15.26,2.17,4.49,1.49
1723633200,2,211.95,1.75,7.54,71.53,10.25,2.17,3.7,1.03
1723636800,2,205.28,1.47,6.17,73.67,8.46,2.47,3.75,0.84
1723640400,2,205.28,1.31,6.0,71.53,7.87,2.31,3.46,0.75
1723644000,2,210.29,1.37,6.94,67.95,8.58,2.21,3.36,0.78
1723647600,2,213.62,1.33,8.4,62.23,9.18,2.16,3.27,0.85
1723651200,1,223.64,1.24,11.65,55.07,11.44,2.26,3.55,1.08
1723654800,1,233.65,0.73,15.25,47.21,13.59,2.55,4.15,1.3
1723658400,1,236.99,0.17,16.11,43.63,13.47,2.73,4.4,1.31
1723662000,1,240.33,0.01,16.45,42.2,13.23,2.84,4.53,1.27
1723665600,1,243.66,0.0,16.28,41.48,12.99,2.92,4.62,1.08
1723669200,1,243.66,0.0,15.42,42.2,11.92,3.06,4.71,0.79
1723672800,1,233.65,0.0,13.71,43.99,10.49,3.36,4.93,0.56
1723676400,1,223.64,0.0,12.0,48.64,9.54,3.79,5.31,0.47
1723680000,1,220.3,0.0,10.8,55.79,9.06,4.36,5.85,0.46
1723683600,2,216.96,0.0,10.11,62.23,8.82,5.07,6.58,0.47
1723687200,2,216.96,0.0,10.37,62.94,9.3,5.6,7.15,0.5
1723690800,2,220.3,0.0,10.97,62.23,10.01,5.82,7.42,0.55
1723694400,2,223.64,0.0,12.34,61.51,11.09,5.92,7.6,0.63
1723698000,1,230.31,0.07,14.91,58.65,12.4,5.81,7.59,0.79
1723701600,1,236.99,0.41,17.48,55.79,13.47,5.62,7.49,0.97
1723705200,1,240.33,1.69,16.11,58.65,13.47,5.23,7.13,1.08
1723708800,2,236.99,2.24,13.88,62.23,13.23,4.7,6.54,1.16
1723712400,2,233.65,2.32,11.65,67.23,12.64,4.48,6.22,1.17
1723716000,2,226.97,1.9,9.08,75.82,11.09,4.89,6.42,1.09
1723719600,2,223.64,1.58,7.63,82.97,10.01,5.96,7.36,1.22
1723723200,2,223.64,1.44,7.03,89.41,9.3,6.72,8.03,1.46
1723726800,2,226.97,1.34,6.94,98.71,9.18,7.26,8.54,1.47
1723730400,3,230.31,1.22,7.2,101.57,8.94,7.62,8.88,1.33
1723734000,2,230.31,1.12,7.54,98.71,8.46,7.63,8.86,1.27
1723737600,2,230.31,0.87,9.25,91.55,9.06,7.33,8.62,1.36
1723741200,2,236.99,0.39,10.97,83.68,9.89,7.39,8.85,1.49
1723744800,2,233.65,0.05,10.37,80.82,9.42,8.15,9.78,1.47
1723748400,2,233.65,0.0,9.77,80.11,8.94,9.44,11.22,1.36
1723752000,2,233.65,0.0,9.85,78.68,9.06,10.67,12.6,1.19
1723755600,2,236.99,0.0,9.85,77.25,8.7,11.62,13.59,0.93
1723759200,2,236.99,0.0,10.02,71.53,7.87,11.93,13.8,0.56
1723762800,2,240.33,0.0,10.37,60.8,7.45,12.02,13.89,0.38
1723766400,2,240.33,0.0,10.71,51.5,7.51,12.19,14.21,0.36
1723770000,2,240.33,0.0,10.8,45.06,7.57,12.43,14.54,0.39
1723773600,2,233.65,0.0,10.02,42.56,7.03,12.03,14.15,0.44
1723777200,2,226.97,0.0,9.0,45.78,6.62,10.12,11.96,0.54
1723780800,1,220.3,0.0,7.97,58.65,6.44,7.31,8.77,0.66
1723784400,1,220.3,0.04,8.23,57.94,6.5,5.99,7.41,0.73
1723788000,1,220.3,0.21,8.4,57.94,6.08,5.29,6.7,0.74
1723791600,2,220.3,0.21,5.91,70.81,3.87,4.88,5.75,0.54
1723795200,2,220.3,0.32,5.65,74.39,4.05,4.55,5.39,0.55
1723798800,2,220.3,0.43,5.57,73.67,4.35,3.87,4.81,0.62
1723802400,2,216.96,0.2,5.74,72.96,4.29,3.27,4.21,0.65
1723806000,2,216.96,0.17,5.23,72.24,3.81,2.76,3.53,0.59
1723809600,2,213.62,0.13,4.93,71.53,3.46,2.43,3.06,0.53
1723813200,2,213.62,0.16,4.58,70.81,3.16,1.81,2.3,0.45
1723816800,2,213.62,0.28,4.8,68.66,3.4,1.25,1.72,0.44
1723820400,2,213.62,0.39,5.31,66.52,3.61,1.03,1.5,0.44
1723824000,2,216.96,0.64,7.45,61.51,5.36,1.06,1.84,0.59
1723827600,1,223.64,0.6,8.65,57.22,6.02,1.27,2.51,0.72
1723831200,1,223.64,0.2,8.65,57.22,5.72,1.5,2.81,0.78
1723834800,2,220.3,0.0,8.05,61.51,5.66,1.73,3.18,0.85
1723838400,2,220.3,0.0,7.11,64.37,5.36,1.91,3.67,0.89
1723842000,2,216.96,0.0,6.6,65.09,4.89,1.85,3.61,0.93
